State Name,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson2,State Abbreviation,Cost of Living Index
FLORIDA,Naples,"22,369",11,1.0,2,1,7,323,29,275,19,0,FL,109.4
FLORIDA,Ocala,"60,932",493,7.0,52,108,326,"2,548",252,"2,131",165,17,FL,94.5
FLORIDA,Orlando,"292,120","2,157",25.0,204,536,"1,392","14,100","1,464","11,362","1,274",15,FL,101.4
FLORIDA,Palatka,"10,450",53,0.0,1,11,41,499,71,408,20,0,FL,93.2
FLORIDA,Panama City,"37,199",228,2.0,5,42,179,"1,914",384,"1,308",222,7,FL,101.9
FLORIDA,Pensacola,"52,801",312,3.0,35,38,236,"1,888",287,"1,508",93,3,FL,97.9
FLORIDA,Port St. Lucie,"199,433",293,7.0,43,47,196,"1,696",177,"1,438",81,4,FL,101.1
FLORIDA,Punta Gorda,"20,458",18,0.0,0,4,14,278,11,260,7,0,FL,100.3
FLORIDA,Sarasota,"58,470",319,4.0,28,66,221,"1,857",264,"1,462",131,1,FL,104.4
FLORIDA,Sebring,"11,008",57,6.0,9,13,29,481,131,339,11,2,FL,93.1
FLORIDA,Tallahassee,"195,104","1,359",20.0,197,252,890,"7,763","1,187","5,897",679,9,FL,96.4
FLORIDA,Tampa,"400,501","1,622",31.0,120,285,"1,186","6,523","1,022","4,978",523,38,FL,101.4
FLORIDA,Vero Beach,"17,503",54,0.0,6,8,40,343,46,275,22,1,FL,98.9
GEORGIA,Albany,"74,989",790,12.0,32,165,581,"3,452",729,"2,489",234,17,GA,87.3
GEORGIA,Warner Robins,"76,623",420,3.0,44,104,269,"3,609",626,"2,744",239,13,GA,90.5
HAWAII,Honolulu,"974,902","2,638",27.0,340,954,"1,317","29,263","3,864","21,562","3,837",272,HI,158.0
IDAHO,Coeur d'Alene,"52,256",132,0.0,38,8,86,712,83,579,50,10,ID,103.3
IDAHO,Idaho Falls,"62,088",172,1.0,37,11,123,940,264,608,68,8,ID,91.7
IDAHO,Lewiston,"32,931",42,0.0,15,2,25,955,145,755,55,2,ID,92.5
IDAHO,Pocatello,"56,514",233,1.0,30,9,193,"1,326",226,"1,012",88,7,ID,90.8
IDAHO,Twin Falls,"50,463",201,1.0,27,10,163,"1,034",152,827,55,8,ID,91.2
ILLINOIS,Bloomington,"78,107",387,1.0,49,57,280,"1,096",171,851,74,8,IL,89.0
ILLINOIS,Carbondale,"25,242",208,1.0,48,38,121,932,113,779,40,17,IL,83.5
ILLINOIS,Champaign,"88,891",827,2.0,73,94,658,"2,203",300,"1,777",126,5,IL,89.0
ILLINOIS,Chicago,"2,707,064","25,532",492.0,"1,761","7,983","15,296","80,742","9,578","62,083","9,081",416,IL,100.1
ILLINOIS,Danville,"30,642",536,7.0,50,65,414,"1,370",341,957,72,9,IL,83.9
ILLINOIS,Decatur,"70,710",375,11.0,52,65,247,"1,954",442,"1,339",173,32,IL,84.9
ILLINOIS,Kankakee,"25,872",236,4.0,29,53,150,873,156,675,42,6,IL,91.0
ILLINOIS,Ottawa,"18,047",27,2.0,0,0,25,273,28,240,5,2,IL,86.6
ILLINOIS,Peoria,"110,955","1,158",25.0,65,268,800,"4,160",758,"2,959",443,41,IL,86.7
ILLINOIS,Quincy,"39,954",243,3.0,54,12,174,"1,210",191,977,42,6,IL,87.3
ILLINOIS,Rockford,"145,719","1,711",14.0,125,282,"1,290","4,848","1,001","3,458",389,70,IL,87.2
ILLINOIS,Springfield,"114,393",889,9.0,108,208,564,"5,080","1,039","3,776",265,24,IL,87.5
INDIANA,Columbus,"47,991",67,0.0,40,17,10,"1,439",130,"1,254",55,6,IN,89.1
INDIANA,Evansville,"117,700",721,11.0,90,153,467,"4,917",588,"3,926",403,44,IN,87.2
INDIANA,Fort Wayne,"269,366",974,26.0,145,357,446,"7,437",990,"5,879",568,49,IN,86.8
INDIANA,Kokomo,"57,845",392,5.0,25,48,314,"1,493",312,"1,081",100,1,IN,84.9
INDIANA,Lafayette,"72,585",352,5.0,38,55,254,"2,388",387,"1,844",157,7,IN,88.7
INDIANA,Marion,"27,829",103,4.0,5,30,64,870,102,709,59,0,IN,81.8
INDIANA,South Bend,"101,944","1,357",14.0,56,267,"1,020","4,296",867,"2,868",561,75,IN,87.2
IOWA,Ames,"68,237",135,1.0,44,21,69,"1,171",138,975,58,2,IA,91.5
IOWA,Cedar Rapids,"134,007",345,2.0,27,83,233,"4,470",837,"3,268",365,13,IA,88.1
IOWA,Davenport,"102,392",609,2.0,84,124,399,"3,918",745,"2,830",343,17,IA,87.2
IOWA,Des Moines,"218,384","1,555",14.0,117,283,"1,141","8,933","2,284","5,336","1,313",53,IA,91.7
IOWA,Dubuque,"57,973",110,0.0,34,9,67,949,138,747,64,12,IA,89.6
IOWA,Iowa City,"77,390",167,1.0,40,25,101,"1,252",314,867,71,2,IA,93.5
IOWA,Sioux City,"82,339",366,2.0,50,57,257,"3,203",645,"2,310",248,15,IA,87.1
IOWA,Waterloo,"67,723",306,1.0,12,38,255,"1,682",515,"1,038",129,14,IA,87.6
KANSAS,Hutchinson,"40,431",153,1.0,25,20,107,"1,290",259,970,61,11,KS,84.0
KANSAS,Topeka,"125,655",895,13.0,74,243,565,"6,271",905,"4,404",962,3,KS,85.6
KANSAS,Wichita,"390,080","4,451",35.0,367,461,"3,588","20,759","2,677","15,777","2,305",125,KS,86.8
KENTUCKY,Bowling Green,"69,627",203,4.0,63,55,81,"3,250",386,"2,610",254,1,KY,87.0
KENTUCKY,Elizabethtown,"30,383",49,3.0,13,15,18,452,140,239,73,3,KY,88.1
KENTUCKY,Frankfort,"27,723",81,3.0,11,23,44,950,181,698,71,5,KY,88.1
KENTUCKY,Lexington,"326,070",967,26.0,175,362,404,"9,776","1,537","7,333",906,43,KY,91.1
KENTUCKY,London,"8,050",5,0.0,0,2,3,375,63,268,44,0,KY,84.6
KENTUCKY,Owensboro,"60,107",135,6.0,30,33,66,"2,432",358,"1,874",200,6,KY,86.6
KENTUCKY,Paducah,"24,832",71,0.0,16,23,32,"1,305",110,"1,135",60,8,KY,85.7
KENTUCKY,Richmond,"36,458",75,0.0,22,14,39,804,129,609,66,2,KY,90.8
LOUISIANA,Alexandria,"46,630",732,9.0,16,132,575,"4,180",892,"3,056",232,0,LA,86.2
LOUISIANA,Baton Rouge,"220,648","2,066",70.0,52,645,"1,299","11,673","2,258","8,616",799,133,LA,91.1
LOUISIANA,Houma,"32,771",209,4.0,17,22,166,"1,489",169,"1,260",60,6,LA,89.9
LOUISIANA,Lafayette,"126,694",664,14.0,16,148,486,"5,454","1,032","4,101",321,31,LA,89.6
LOUISIANA,Lake Charles,"78,733",413,11.0,52,83,267,"2,907","1,212","1,467",228,0,LA,89.4
LOUISIANA,Monroe,"47,746",843,9.0,37,171,626,"3,141",623,"2,339",179,11,LA,86.5
LOUISIANA,Opelousas,"16,049",394,6.0,25,48,315,"1,287",405,831,51,2,LA,86.1
LOUISIANA,Shreveport,"187,556","1,462",35.0,133,294,"1,000","9,189","1,626","6,915",648,73,LA,85.8
MAINE,Augusta,"18,629",49,0.0,20,12,17,587,59,519,9,2,ME,100.0
MAINE,Bangor,"31,872",35,1.0,1,15,18,"1,168",64,"1,076",28,4,ME,98.0
MAINE,Lewiston,"35,865",107,0.0,31,18,58,716,122,555,39,3,ME,99.7
MAINE,Portland,"66,458",161,3.0,29,43,86,"1,715",181,"1,460",74,5,ME,113.0
MARYLAND,Baltimore,"597,239","11,101",348.0,324,"4,856","5,573","25,748","5,414","16,395","3,939",108,MD,107.0
MARYLAND,Cumberland,"19,321",151,0.0,9,33,109,869,216,627,26,5,MD,90.9
MARYLAND,Hagerstown,"40,258",213,3.0,22,81,107,960,239,613,108,26,MD,99.7
MARYLAND,Salisbury,"33,132",294,0.0,19,58,217,"1,422",207,"1,170",45,2,MD,103.2
MASSACHUSETTS,Pittsfield,"42,268",300,2.0,36,31,231,796,263,490,43,6,MA,106.4
MASSACHUSETTS,Springfield,"154,306","1,397",20.0,81,358,938,"4,005",746,"2,766",493,31,MA,106.5
MASSACHUSETTS,Worcester,"184,945","1,165",13.0,40,229,883,"3,792",786,"2,637",369,6,MA,113.2
MICHIGAN,Adrian,"20,334",140,0.0,37,12,91,477,94,366,17,1,MI,90.5
MICHIGAN,Ann Arbor,"122,893",309,2.0,77,46,184,"2,124",197,"1,789",138,8,MI,99.3
MICHIGAN,Battle Creek,"60,607",568,5.0,60,67,436,"1,969",460,"1,377",132,27,MI,85.9
MICHIGAN,Bay City,"32,793",271,2.0,35,20,214,654,135,476,43,4,MI,85.4
MICHIGAN,Detroit,"663,502","13,040",275.0,952,"2,346","9,467","28,550","6,820","14,844","6,886",789,MI,93.2
MICHIGAN,Flint,"95,212","1,284",23.0,64,78,"1,119","1,986",559,"1,220",207,25,MI,85.7
MICHIGAN,Grand Rapids,"201,799","1,286",8.0,144,274,860,"3,850",595,"2,754",501,35,MI,93.7
MICHIGAN,Holland,"33,356",127,1.0,25,12,89,613,94,498,21,4,MI,96.2
MICHIGAN,Jackson,"32,503",360,4.0,51,37,268,"1,344",206,"1,025",113,17,MI,87.4
MICHIGAN,Kalamazoo,"76,827",949,9.0,110,182,648,"3,578",703,"2,546",329,44,MI,89.3
MICHIGAN,Lansing,"118,953","1,313",12.0,140,178,983,"3,355",763,"2,225",367,21,MI,88.7
MICHIGAN,Marquette,"20,599",26,0.0,15,3,8,182,12,165,5,0,MI,91.3
MICHIGAN,Midland,"41,791",56,1.0,21,4,30,392,36,344,12,3,MI,87.0
MICHIGAN,Mount Pleasant,"25,315",48,0.0,22,2,24,384,36,332,16,1,MI,86.8
MICHIGAN,Muskegon,"37,178",308,8.0,27,46,227,"1,293",252,911,130,11,MI,87.7
MICHIGAN,Niles,"11,106",86,0.0,20,17,49,366,49,274,43,1,MI,89.7
MICHIGAN,Owosso,"14,399",97,1.0,21,7,68,197,44,140,13,3,MI,84.8
MICHIGAN,Saginaw,"47,954",707,9.0,34,51,613,743,245,421,77,20,MI,84.0
MICHIGAN,Traverse City,"15,772",66,3.0,15,4,44,231,27,197,7,1,MI,99.6
MINNESOTA,Brainerd,"13,449",63,0.0,19,2,42,461,57,383,21,0,MN,97.9
MINNESOTA,Duluth,"85,846",292,2.0,37,69,184,"3,670",481,"2,977",212,16,MN,93.2
MINNESOTA,Faribault,"23,913",61,0.0,15,8,38,470,99,337,34,5,MN,102.3
MINNESOTA,Mankato,"42,955",110,0.0,29,12,69,"1,462",186,"1,217",59,3,MN,95.3
MINNESOTA,St. Cloud,"68,311",298,0.0,73,50,175,"2,443",225,"2,044",174,10,MN,95.4
MISSISSIPPI,Gulfport,"72,383",236,12.0,25,65,134,"3,492",419,"2,805",268,10,MS,86.8
MISSISSIPPI,Hattiesburg,"45,971",106,2.0,27,23,54,"2,065",269,"1,622",174,4,MS,86.1
MISSISSIPPI,Laurel,"18,471",125,2.0,14,21,88,800,255,490,55,1,MS,85.9
MISSISSIPPI,Meridian,"36,878",181,14.0,16,72,79,"1,475",441,904,130,11,MS,82.0
MISSOURI,Branson,"11,688",73,0.0,10,16,47,"1,173",118,993,62,7,MO,89.5
MISSOURI,Cape Girardeau,"40,077",233,6.0,24,46,157,"1,432",215,"1,145",72,,MO,88.1
MISSOURI,Farmington,"19,178",27,1.0,6,3,17,641,49,561,31,0,MO,85.4
MISSOURI,Jefferson City,"42,793",119,2.0,30,23,64,"1,101",125,910,66,4,MO,86.3
MISSOURI,Joplin,"50,635",307,2.0,63,63,179,"3,677",521,"2,815",341,22,MO,85.2
MISSOURI,Kansas City,"495,964","7,099",150.0,347,"1,443","5,159","19,124","3,070","12,253","3,801",160,MO,91.6
MISSOURI,Springfield,"169,235","2,571",11.0,356,319,"1,885","13,188","2,068","9,436","1,684",64,MO,86.7
MISSOURI,St. Joseph,"75,872",431,2.0,124,54,251,"4,355",584,"3,132",639,11,MO,85.5
MISSOURI,St. Louis,"300,521","5,792",194.0,265,"1,475","3,858","18,582","3,044","12,540","2,998",169,MO,89.6
MONTANA,Great Falls,"58,637",302,0.0,39,18,245,"3,405",318,"2,826",261,11,MT,91.1
MONTANA,Helena,"32,806",190,0.0,57,8,125,"1,400",125,"1,201",74,6,MT,104.2
MONTANA,Kalispell,"24,473",102,1.0,14,2,85,821,68,698,55,1,MT,112.7
